time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2020-04-04T00:00:00.000Z","LatLng(34.75, 136.700001)","6.47","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-04-11T00:00:00.000Z","LatLng(34.75, 136.700001)","30.88","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-04-18T00:00:00.000Z","LatLng(34.75, 136.700001)","309.39","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-04-25T00:00:00.000Z","LatLng(34.75, 136.700001)","28.43","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-05-02T00:00:00.000Z","LatLng(34.75, 136.700001)","-45.17","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-05-09T00:00:00.000Z","LatLng(34.75, 136.700001)","-17.82","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-05-16T00:00:00.000Z","LatLng(34.75, 136.700001)","-27.62","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-05-23T00:00:00.000Z","LatLng(34.75, 136.700001)","-9.84","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-05-30T00:00:00.000Z","LatLng(34.75, 136.700001)","-6.59","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-06-06T00:00:00.000Z","LatLng(34.75, 136.700001)","-23.41","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-06-20T00:00:00.000Z","LatLng(34.75, 136.700001)","150.76","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-07-18T00:00:00.000Z","LatLng(34.75, 136.700001)","102.26","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-08-01T00:00:00.000Z","LatLng(34.75, 136.700001)","69.52","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-08-08T00:00:00.000Z","LatLng(34.75, 136.700001)","2.29","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-08-15T00:00:00.000Z","LatLng(34.75, 136.700001)","-36.03","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-08-22T00:00:00.000Z","LatLng(34.75, 136.700001)","-39.27","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-08-29T00:00:00.000Z","LatLng(34.75, 136.700001)","-39.68","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-09-05T00:00:00.000Z","LatLng(34.75, 136.700001)","-31.41","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-09-12T00:00:00.000Z","LatLng(34.75, 136.700001)","-53.63","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-09-19T00:00:00.000Z","LatLng(34.75, 136.700001)","-4.07","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-09-26T00:00:00.000Z","LatLng(34.75, 136.700001)","-5.32","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-10-03T00:00:00.000Z","LatLng(34.75, 136.700001)","-34.98","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-10-10T00:00:00.000Z","LatLng(34.75, 136.700001)","-37.23","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-10-17T00:00:00.000Z","LatLng(34.75, 136.700001)","101.47","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-10-24T00:00:00.000Z","LatLng(34.75, 136.700001)","15.32","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-10-31T00:00:00.000Z","LatLng(34.75, 136.700001)","-7.56","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-11-07T00:00:00.000Z","LatLng(34.75, 136.700001)","26.07","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-11-14T00:00:00.000Z","LatLng(34.75, 136.700001)","69.79","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-11-21T00:00:00.000Z","LatLng(34.75, 136.700001)","0.45","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
